loss,params,iteration,estimators,train_time
0.3025184990009441,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.80728013250366, 'learning_rate': 0.0012704039510258206, 'min_child_samples': 70, 'num_leaves': 446, 'reg_alpha': 0.632313135999478, 'reg_lambda': 0.9129133759088623, 'subsample_for_bin': 220000, 'subsample': 0.7960150993649634, 'metric': 'auc', 'verbose': 1}",60,411,3.1500451
0.3124344026524384,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.7034742163407558, 'learning_rate': 0.07133780139232912, 'min_child_samples': 50, 'num_leaves': 492, 'reg_alpha': 0.3846908079844166, 'reg_lambda': 0.8184548518855409, 'subsample_for_bin': 40000, 'subsample': 0.7522642516456096, 'metric': 'auc', 'verbose': 1}",61,164,4.661253000000016
0.30115934391673804,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.6544548830361665, 'learning_rate': 0.006582163404344318, 'min_child_samples': 65, 'num_leaves': 291, 'reg_alpha': 0.5229537784277105, 'reg_lambda': 0.48255271974171976, 'subsample_for_bin': 180000, 'subsample': 1.0, 'metric': 'auc', 'verbose': 1}",62,154,1.253856799999994
0.30345387875194874,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6936636816487444, 'learning_rate': 0.0024688572281440406, 'min_child_samples': 45, 'num_leaves': 408, 'reg_alpha': 0.9680888801140838, 'reg_lambda': 0.5302123321408831, 'subsample_for_bin': 100000, 'subsample': 0.9627939280249599, 'metric': 'auc', 'verbose': 1}",63,315,2.911556499999989
0.3037481061853633,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7380638156124156, 'learning_rate': 0.011158008481865767, 'min_child_samples': 75, 'num_leaves': 198, 'reg_alpha': 0.22479190101834057, 'reg_lambda': 0.6188428719193797, 'subsample_for_bin': 160000, 'subsample': 1.0, 'metric': 'auc', 'verbose': 1}",64,78,0.8260659999999973
0.29973431701908093,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6740567928816507, 'learning_rate': 0.001848194284806162, 'min_child_samples': 70, 'num_leaves': 55, 'reg_alpha': 0.003371529541441376, 'reg_lambda': 0.4108035348444833, 'subsample_for_bin': 280000, 'subsample': 0.8096239716440545, 'metric': 'auc', 'verbose': 1}",65,378,2.5935063999999954
0.30581867685484043,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7491114464560713, 'learning_rate': 0.001201076324670364, 'min_child_samples': 60, 'num_leaves': 36, 'reg_alpha': 0.009757024758213384, 'reg_lambda': 0.022165347865558127, 'subsample_for_bin': 280000, 'subsample': 0.8142360912765013, 'metric': 'auc', 'verbose': 1}",66,55,0.7501933000000065
0.2990865775201458,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6755040553596109, 'learning_rate': 0.0018462153159258532, 'min_child_samples': 70, 'num_leaves': 90, 'reg_alpha': 0.0535636113605841, 'reg_lambda': 0.2595310342018249, 'subsample_for_bin': 300000, 'subsample': 0.8978732729303587, 'metric': 'auc', 'verbose': 1}",67,376,2.6292270000000144
0.30459126539753634,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7143569127639366, 'learning_rate': 0.00307854363326685, 'min_child_samples': 55, 'num_leaves': 73, 'reg_alpha': 0.0563851296471759, 'reg_lambda': 0.14537227853497708, 'subsample_for_bin': 280000, 'subsample': 0.8927508582597462, 'metric': 'auc', 'verbose': 1}",68,236,2.2302815999999837
0.3010759062863667,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6756998196863215, 'learning_rate': 0.004294124461232725, 'min_child_samples': 75, 'num_leaves': 51, 'reg_alpha': 0.12467572673135088, 'reg_lambda': 0.2773109788273788, 'subsample_for_bin': 260000, 'subsample': 0.7609686134736654, 'metric': 'auc', 'verbose': 1}",69,181,1.4673433000000102
0.30269854862437684,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7621331415989953, 'learning_rate': 0.0018138225756653703, 'min_child_samples': 80, 'num_leaves': 107, 'reg_alpha': 0.17490533272342912, 'reg_lambda': 0.4085971001600886, 'subsample_for_bin': 240000, 'subsample': 0.8322493419160478, 'metric': 'auc', 'verbose': 1}",70,310,2.2117785000000083
0.302634872538041,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6432521453314993, 'learning_rate': 0.0021243604571373476, 'min_child_samples': 65, 'num_leaves': 58, 'reg_alpha': 0.31079858880741273, 'reg_lambda': 0.23103118165931924, 'subsample_for_bin': 300000, 'subsample': 0.8791085938107421, 'metric': 'auc', 'verbose': 1}",71,340,2.461367800000005
